id,name,office,role,state,county_or_region,jurisdiction,website,email,phone,source_file,source_row_number,notes
pa-7f7f65cc5633a1b7,Ryan C Gardner,"Office of the District Attorney, Lycoming",District Attorney,PA,Lycoming,Lycoming,https://www.lyco.org/Elected-Officials/District-Attorney,,570-327-2456,district-attorneys-pa.csv,41,"Source: legacy manual CSV (district-attorneys-pa.csv). Address: Lycoming County Courthouse, 48 West Third Street, Williamsport, 17701. party: Republican. ageRange: 30-40. gender: male. race: white. Verify all data before publication."
pa-bd3293b70ed71192,Stephanie Vettenburg-Shaffer,"Office of the District Attorney, McKean",District Attorney,PA,McKean,McKean,https://www.mckeancountypa.org/other_elected_officials/district_attorney/index.php,da@mckeancountypa.org,814-887-3312,district-attorneys-pa.csv,42,"Source: legacy manual CSV (district-attorneys-pa.csv). Address: McKean County Courthouse, 500 West Main Street, Smethport, 16749. party: Republican. ageRange: 40-50. gender: female. race: white. Verify all data before publication."
pa-c84346a9dd5be44b,Peter Acker,"Office of the District Attorney, Mercer",District Attorney,PA,Mercer,Mercer,https://www.mcc.co.mercer.pa.us/districtattorney/default.htm,,(724) 662-7587,district-attorneys-pa.csv,43,"Source: legacy manual CSV (district-attorneys-pa.csv). Address: Mercer County Courthouse, 120 S Diamond St, Mercer, 16137. party: Republican. ageRange: 60-70. gender: male. race: white. Verify all data before publication."
pa-af8942369853ae9a,Christopher Torquato,"Office of the District Attorney, Mifflin",District Attorney,PA,Mifflin,Mifflin,https://www.co.mifflin.pa.us/dept/DA/Pages/default.aspx,,(717) 248-9800,district-attorneys-pa.csv,44,"Source: legacy manual CSV (district-attorneys-pa.csv). Address: Mifflin County Courthouse, 20 North Wayne St, Lewistown, 17044. party: Republican. ageRange: 50-60. gender: male. race: white. Verify all data before publication."
pa-e938a0012d2b3a71,E. David Christine Jr.,"Office of the District Attorney, Monroe",District Attorney,PA,Monroe,Monroe,https://www.monroecountyda.com/,info@monroecountyda.com,570-517-3052,district-attorneys-pa.csv,45,"Source: legacy manual CSV (district-attorneys-pa.csv). Address: Monroe County Courthouse, 610 Monroe Street, Stroudsburg, 18360. party: Democrat. ageRange: 70-80. gender: male. race: white. Verify all data before publication."
pa-037c679d7168d22f,Kevin R Steele,"Office of the District Attorney, Montgomery",District Attorney,PA,Montgomery,Montgomery,https://www.montcopa.org/da,,610-278-3090,district-attorneys-pa.csv,46,"Source: legacy manual CSV (district-attorneys-pa.csv). Address: Montgomery County Courthouse, Norristown, 19404. party: Democrat. ageRange: 50-60. gender: male. race: white. Verify all data before publication."
pa-e6bcf9dfc2bc8d9b,Angela Mattis,"Office of the District Attorney, Montour",District Attorney,PA,Montour,Montour,https://www.montourco.org/Pages/Montour-Country-District-Attorney.aspx,,570-271-3069,district-attorneys-pa.csv,47,"Source: legacy manual CSV (district-attorneys-pa.csv). Address: Montour County Courthouse, 253 Mill Street, Danville, 17821. party: Republican. ageRange: 30-40. gender: female. race: white. Verify all data before publication."
pa-c024112680af9ee7,Terence Houck,"Office of the District Attorney, Northampton",District Attorney,PA,Northampton,Northampton,https://www.northamptoncounty.org/DISTAT/Pages/default.aspx,,(610) 829-6630,district-attorneys-pa.csv,48,"Source: legacy manual CSV (district-attorneys-pa.csv). Address: Northampton County Courthouse, 669 Washington St, Easton, 18042. party: Democrat. ageRange: 60-70. gender: male. race: white. Verify all data before publication."
pa-b8b24aaa6d9149e7,Tony Matulewicz,"Office of the District Attorney, Northumberland",District Attorney,PA,Northumberland,Northumberland,https://www.norrycopa.net/index.php/district-attorney/,,570-988-4134,district-attorneys-pa.csv,49,"Source: legacy manual CSV (district-attorneys-pa.csv). Address: Northumberland County Courthouse, 201 Market Street, Sunbury, 17801. party: Republican. ageRange: 40-50. gender: male. race: white. Verify all data before publication."
pa-5a86c0b6d10a5322,Andrew Bender,"Office of the District Attorney, Perry",District Attorney,PA,Perry,Perry,https://perryco.org/departments/district-attorney/,,717-582-2131,district-attorneys-pa.csv,50,"Source: legacy manual CSV (district-attorneys-pa.csv). Address: New Bloomfield, 17068. party: Republican. ageRange: 30-40. gender: male. race: white. Verify all data before publication."
pa-2ae95226424a8e85,Raymond Tonkin,"Office of the District Attorney, Pike",District Attorney,PA,Pike,Pike,https://www.pikepa.org/da,daoffice@pikepa.org,570-296-6620,district-attorneys-pa.csv,51,"Source: legacy manual CSV (district-attorneys-pa.csv). Address: Pike County Administration Building, 506 Broad St, Milford, 18337. party: Republican. ageRange: 50-60. gender: male. race: white. Verify all data before publication."
pa-e395141f52d8acdf,Andy Watson,"Office of the District Attorney, Potter",District Attorney,PA,Potter,Potter,https://www.pottercountypa.net/post.php?pid=27,awatson@pottercountypa.net,(814) 274-9450,district-attorneys-pa.csv,52,"Source: legacy manual CSV (district-attorneys-pa.csv). Address: Gunzburger Building, 1 North Main St, Coudersport, 16915. party: Republican. ageRange: 40-50. gender: male. race: white. Verify all data before publication."
pa-ea5955d6b3d41ae2,Michael O'Pake,"Office of the District Attorney, Schuylkill",District Attorney,PA,Schuylkill,Schuylkill,https://www.co.schuylkill.pa.us/,,(570) 628-1350,district-attorneys-pa.csv,53,"Source: legacy manual CSV (district-attorneys-pa.csv). Address: Schuylkill County Courthouse, 401 North Second St, Pottsville, 17901. party: Democrat. gender: male. race: white. Verify all data before publication."
pa-bc51d90e46bb1062,Michael Piecuch,"Office of the District Attorney, Snyder",District Attorney,PA,Snyder,Snyder,https://www.snydercounty.org/Depts/DA_Victim_Services/Pages/DistrictAttorneyandVictimServices.aspx,districtattorney@snydercounty.org,(570) 837-4233,district-attorneys-pa.csv,54,"Source: legacy manual CSV (district-attorneys-pa.csv). Address: Snyder County Courthouse, 9 West Market St, Middleburg, 17842. party: Republican. ageRange: 40-50. gender: male. race: white. Verify all data before publication."
pa-0baa531ed6d23294,Jeffrey L Thomas Jr,"Office of the District Attorney, Somerset",District Attorney,PA,Somerset,Somerset,https://www.co.somerset.pa.us/department.asp?deptnum=155,,(814) 445-1456,district-attorneys-pa.csv,55,"Source: legacy manual CSV (district-attorneys-pa.csv). Address: Somerset County Courthouse, 111 East Union St, Somerset, 15501. party: Republican. ageRange: 30-40. gender: male. race: white. Verify all data before publication."
pa-b77c4a1e7cbf2a07,Leonard Simpson,"Office of the District Attorney, Sullivan",District Attorney,PA,Sullivan,Sullivan,https://www.sullivancounty-pa.us/offices/district-attorney,,570-946-4053,district-attorneys-pa.csv,56,"Source: legacy manual CSV (district-attorneys-pa.csv). Address: 245 Muncy St, Laporte, 18626. party: Republican. ageRange: 70-80. gender: male. race: white. Verify all data before publication."
pa-50b74f334843f049,Marion O'Malley,"Office of the District Attorney, Susquehanna",District Attorney,PA,Susquehanna,Susquehanna,https://www.susqco.com/Dept/DA/Pages/default.aspx,da@susqco.com,(570) 278-6655,district-attorneys-pa.csv,57,"Source: legacy manual CSV (district-attorneys-pa.csv). Address: 31 Lake Avenue, Montrose, 18801. party: Republican. ageRange: 50-60. gender: female. race: white. Verify all data before publication."
pa-3cf18c9522966253,Krista Deats,"Office of the District Attorney, Tioga",District Attorney,PA,Tioga,Tioga,https://www.tiogacountypa.us/Court_of_Common_Pleas/District%20Attorney/Pages/DistrictAttorney.aspx,,(570) 724-1350,district-attorneys-pa.csv,58,"Source: legacy manual CSV (district-attorneys-pa.csv). Address: Tioga County Courthouse, 118 Main St, Wellsboro, 16901. party: Republican. ageRange: 30-40. gender: female. race: white. Verify all data before publication."
pa-b3e3fc8d4597a382,D. Peter Johnson,"Office of the District Attorney, Union",District Attorney,PA,Union,Union,https://www.unioncountypa.org/residents/government/courts/da/default.asp,PJohnson@UnionCo.org,(570) 524-8651,district-attorneys-pa.csv,59,"Source: legacy manual CSV (district-attorneys-pa.csv). Address: Union County Courthouse, 103 South Second St, Lewisburg, 17837. party: Republican. gender: male. race: white. Verify all data before publication."
pa-73cde95a1296afff,D. Shawn White,"Office of the District Attorney, Venango",District Attorney,PA,Venango,Venango,https://www.co.venango.pa.us/275/District-Attorney,dswhite@co.venango.pa.us,814-432-9598,district-attorneys-pa.csv,60,"Source: legacy manual CSV (district-attorneys-pa.csv). Address: 1168 Liberty St, Franklin, 16323. party: Republican. ageRange: 50-60. gender: male. race: white. Verify all data before publication."
pa-ded0d52ea507afb2,Robert C Greene,"Office of the District Attorney, Warren",District Attorney,PA,Warren,Warren,https://warrencountyda.org/,rgreene@warren-county.net,(814) 728-3460,district-attorneys-pa.csv,61,"Source: legacy manual CSV (district-attorneys-pa.csv). Address: Warren County Courthouse, 204 Fourth Ave, Warren, 16365. party: Republican. ageRange: 50-60. gender: male. race: white. Verify all data before publication."
pa-e78a33843062ad87,Eugene A Vittone II,"Office of the District Attorney, Washington",District Attorney,PA,Washington,Washington,https://www.co.washington.pa.us/124/District-Attorney,,724-228-6790,district-attorneys-pa.csv,62,"Source: legacy manual CSV (district-attorneys-pa.csv). Address: Washington County Courthouse, 1 South Main Street, Washington, 15301. party: Republican. ageRange: 60-70. gender: male. race: white. Verify all data before publication."
pa-bc545f7f3d37b19c,A.G. Howell,"Office of the District Attorney, Wayne",District Attorney,PA,Wayne,Wayne,https://waynecountypa.gov/441/District-Attorney,,570-253-4912,district-attorneys-pa.csv,63,"Source: legacy manual CSV (district-attorneys-pa.csv). Address: Wayne County Courthouse, 925 Court Street, Honesdale, 18431. party: Republican. gender: male. race: white. Verify all data before publication."
pa-4eca88f44cb373e8,John W Peck,"Office of the District Attorney, Westmoreland",District Attorney,PA,Westmoreland,Westmoreland,https://www.co.westmoreland.pa.us/304/District-Attorney,jpeck@co.westmoreland.pa.us,(724) 830-3949,district-attorneys-pa.csv,64,"Source: legacy manual CSV (district-attorneys-pa.csv). Address: 2 North Main Street, Greensburg, 15601. party: Democrat. ageRange: 70-80. gender: male. race: white. Verify all data before publication."
pa-5ccbc0246d447d0c,Jeff Mitchell,"Office of the District Attorney, Wyoming",District Attorney,PA,Wyoming,Wyoming,https://www.wycopa.org/Offices/DA/Pages/default.aspx,,(570) 836-4681,district-attorneys-pa.csv,65,"Source: legacy manual CSV (district-attorneys-pa.csv). Address: 1 Courthouse Square, Tunkhannock, 18657. party: Democrat. ageRange: 40-50. gender: male. race: white. Verify all data before publication."
pa-32d514b6e4ee1d5a,David Sunday Jr.,"Office of the District Attorney, York",District Attorney,PA,York,York,https://www.yorkda.com/,,717-771-9600,district-attorneys-pa.csv,66,"Source: legacy manual CSV (district-attorneys-pa.csv). Address: York County Judicial Center, 45 North George Street, York, 17401. party: Republican. ageRange: 40-50. gender: male. race: white. Verify all data before publication."
